fecha,mes,modalidad,id_cliente,nombre_cliente,tipo_cliente,edad,id_ticket,total_ticket,ticket_promedio_ticket,id_plato,nombre_plato,categoria_plato,precio_plato,costo_plato,cantidad,subtotal,margen_linea,extra,num_clientes,ventas_totales_dia,ticket_promedio_dia,margen_total_dia,plato_top_mes,cant_top_mes
2023-06-26,2023-06,pension,283,Nuria Díez Real,empresa,54,2261,13.0,13.0,23,cau_cau,menu,13.0,7.72,1,13.0,5.28,nada,3,81.0,18.33,29.68,arroz_con_mariscos,15
2023-06-26,2023-06,local,37,Román Benito Díez,ocasional,20,2780,48.0,16.0,10,milanesa_pollo,pollo,12.0,7.93,1,12.0,4.07,gaseosa,3,101.0,23.0,38.03,arroz_con_mariscos,15
2023-06-26,2023-06,local,37,Román Benito Díez,ocasional,20,2780,48.0,16.0,8,tallarin_saltado,pasta,16.0,8.6,1,16.0,7.4,gaseosa,3,101.0,23.0,38.03,arroz_con_mariscos,15
2023-06-26,2023-06,local,37,Román Benito Díez,ocasional,20,2780,48.0,16.0,9,chaufa_pollo,pollo,20.0,13.06,1,20.0,6.9399999999999995,gaseosa,3,101.0,23.0,38.03,arroz_con_mariscos,15
2023-06-27,2023-06,local,244,Vera Folch Pinilla,ocasional,20,262,14.0,14.0,12,ensalada_rusa,ensalada,14.0,9.02,1,14.0,4.98,postre,5,143.0,24.1,54.66,arroz_con_mariscos,15
2023-06-27,2023-06,pension,352,María Ángeles Villanueva,empresa,69,421,55.0,27.5,6,trucha_frita,pescado,17.0,11.43,1,17.0,5.57,postre,4,162.0,23.79,54.71,arroz_con_mariscos,15
2023-06-27,2023-06,pension,352,María Ángeles Villanueva,empresa,69,421,55.0,27.5,13,tortilla_verduras,menu,19.0,13.29,2,38.0,11.420000000000002,nada,4,162.0,23.79,54.71,arroz_con_mariscos,15
2023-06-27,2023-06,local,103,Bibiana Marina Garay Heredia,empresa,59,467,45.0,22.5,4,lomo_saltado,carne,13.0,7.75,2,26.0,10.5,postre,5,143.0,24.1,54.66,arroz_con_mariscos,15
2023-06-27,2023-06,local,103,Bibiana Marina Garay Heredia,empresa,59,467,45.0,22.5,13,tortilla_verduras,menu,19.0,13.29,1,19.0,5.710000000000001,gaseosa,5,143.0,24.1,54.66,arroz_con_mariscos,15
2023-06-27,2023-06,local,258,Nélida Gallart González,ocasional,34,752,40.0,40.0,25,bistec_a_lo_pobre,carne,20.0,13.05,2,40.0,13.899999999999999,nada,5,143.0,24.1,54.66,arroz_con_mariscos,15
2023-06-27,2023-06,pension,207,Antonio Valero Bartolomé,empresa,36,794,16.0,16.0,14,arroz_a_la_cubana,arroz,16.0,10.9,1,16.0,5.1,nada,4,162.0,23.79,54.71,arroz_con_mariscos,15
2023-06-27,2023-06,local,243,Juan Aguilar,ocasional,45,1001,12.0,12.0,1,arroz_con_pollo,pollo,12.0,7.23,1,12.0,4.77,nada,5,143.0,24.1,54.66,arroz_con_mariscos,15
2023-06-27,2023-06,pension,89,Benigno Aitor Morán Jerez,empresa,23,2089,59.0,19.666666666666668,16,pollo_broaster,pollo,12.0,7.4,1,12.0,4.6,gaseosa,4,162.0,23.79,54.71,arroz_con_mariscos,15
2023-06-27,2023-06,pension,89,Benigno Aitor Morán Jerez,empresa,23,2089,59.0,19.666666666666668,23,cau_cau,menu,13.0,7.72,1,13.0,5.28,postre,4,162.0,23.79,54.71,arroz_con_mariscos,15
2023-06-27,2023-06,pension,89,Benigno Aitor Morán Jerez,empresa,23,2089,59.0,19.666666666666668,27,escabeche_pescado,pescado,17.0,10.73,2,34.0,12.54,gaseosa,4,162.0,23.79,54.71,arroz_con_mariscos,15
2023-06-27,2023-06,pension,103,Bibiana Marina Garay Heredia,empresa,59,2272,32.0,32.0,14,arroz_a_la_cubana,arroz,16.0,10.9,2,32.0,10.2,nada,4,162.0,23.79,54.71,arroz_con_mariscos,15
2023-06-27,2023-06,local,397,Mirta Castilla Castilla,empresa,28,2843,32.0,32.0,8,tallarin_saltado,pasta,16.0,8.6,2,32.0,14.8,gaseosa,5,143.0,24.1,54.66,arroz_con_mariscos,15
2023-06-28,2023-06,local,303,Heraclio Sastre-Tur,empresa,19,274,31.0,15.5,12,ensalada_rusa,ensalada,14.0,9.02,1,14.0,4.98,postre,3,154.0,19.42,56.41,arroz_con_mariscos,15
2023-06-28,2023-06,local,303,Heraclio Sastre-Tur,empresa,19,274,31.0,15.5,6,trucha_frita,pescado,17.0,11.43,1,17.0,5.57,nada,3,154.0,19.42,56.41,arroz_con_mariscos,15
2023-06-28,2023-06,pension,113,Irma Castillo Cifuentes,empresa,58,546,33.0,16.5,11,estofado_res,carne,18.0,11.38,1,18.0,6.619999999999999,gaseosa,3,79.0,16.5,28.45,arroz_con_mariscos,15
2023-06-28,2023-06,pension,113,Irma Castillo Cifuentes,empresa,58,546,33.0,16.5,17,carapulcra,menu,15.0,8.53,1,15.0,6.470000000000001,gaseosa,3,79.0,16.5,28.45,arroz_con_mariscos,15
2023-06-28,2023-06,pension,334,Rosa Ligia Luís Mendez,empresa,41,2317,26.0,13.0,26,salchipapa,fast_food,14.0,9.65,1,14.0,4.35,nada,3,79.0,16.5,28.45,arroz_con_mariscos,15
2023-06-28,2023-06,pension,334,Rosa Ligia Luís Mendez,empresa,41,2317,26.0,13.0,10,milanesa_pollo,pollo,12.0,7.93,1,12.0,4.07,postre,3,79.0,16.5,28.45,arroz_con_mariscos,15
2023-06-28,2023-06,local,70,Hugo Morata Daza,ocasional,35,2333,107.0,26.75,6,trucha_frita,pescado,17.0,11.43,1,17.0,5.57,gaseosa,3,154.0,19.42,56.41,arroz_con_mariscos,15
2023-06-28,2023-06,local,70,Hugo Morata Daza,ocasional,35,2333,107.0,26.75,16,pollo_broaster,pollo,12.0,7.4,2,24.0,9.2,postre,3,154.0,19.42,56.41,arroz_con_mariscos,15
2023-06-28,2023-06,local,70,Hugo Morata Daza,ocasional,35,2333,107.0,26.75,6,trucha_frita,pescado,17.0,11.43,2,34.0,11.14,gaseosa,3,154.0,19.42,56.41,arroz_con_mariscos,15
2023-06-28,2023-06,local,70,Hugo Morata Daza,ocasional,35,2333,107.0,26.75,29,sudado_pescado,pescado,16.0,9.35,2,32.0,13.3,nada,3,154.0,19.42,56.41,arroz_con_mariscos,15
2023-06-28,2023-06,local,187,Narciso Coronado Iglesia,ocasional,41,2530,16.0,16.0,29,sudado_pescado,pescado,16.0,9.35,1,16.0,6.65,gaseosa,3,154.0,19.42,56.41,arroz_con_mariscos,15
2023-06-28,2023-06,pension,256,Olegario Garay,empresa,20,2609,20.0,20.0,9,chaufa_pollo,pollo,20.0,13.06,1,20.0,6.9399999999999995,postre,3,79.0,16.5,28.45,arroz_con_mariscos,15
2023-06-29,2023-06,pension,285,Cebrián Cadenas Lorenzo,ocasional,63,351,30.0,15.0,23,cau_cau,menu,13.0,7.72,1,13.0,5.28,postre,3,63.0,16.0,21.24,arroz_con_mariscos,15
2023-06-29,2023-06,pension,285,Cebrián Cadenas Lorenzo,ocasional,63,351,30.0,15.0,5,alberjita_guiso,menu,17.0,11.86,1,17.0,5.140000000000001,nada,3,63.0,16.0,21.24,arroz_con_mariscos,15
2023-06-29,2023-06,local,44,Catalina Ortega Carreño,empresa,45,1044,34.0,34.0,5,alberjita_guiso,menu,17.0,11.86,2,34.0,10.280000000000001,postre,4,118.0,29.5,43.18,arroz_con_mariscos,15
2023-06-29,2023-06,local,260,Nicodemo Rivas Escalona,empresa,22,1122,32.0,32.0,7,aji_de_gallina,menu,16.0,10.1,2,32.0,11.8,nada,4,118.0,29.5,43.18,arroz_con_mariscos,15
2023-06-29,2023-06,pension,391,Olalla Brígida Viñas Gargallo,ocasional,67,1508,16.0,16.0,24,arroz_con_mariscos,pescado,16.0,10.32,1,16.0,5.68,postre,3,63.0,16.0,21.24,arroz_con_mariscos,15
2023-06-29,2023-06,local,394,Anacleto del Barreda,ocasional,20,1542,18.0,18.0,11,estofado_res,carne,18.0,11.38,1,18.0,6.619999999999999,postre,4,118.0,29.5,43.18,arroz_con_mariscos,15
2023-06-29,2023-06,local,103,Bibiana Marina Garay Heredia,empresa,59,2149,34.0,34.0,30,fetuccini_alfredo,pasta,17.0,9.76,2,34.0,14.48,gaseosa,4,118.0,29.5,43.18,arroz_con_mariscos,15
2023-06-29,2023-06,pension,273,Teo Valero Oller,empresa,42,2740,17.0,17.0,5,alberjita_guiso,menu,17.0,11.86,1,17.0,5.140000000000001,gaseosa,3,63.0,16.0,21.24,arroz_con_mariscos,15
2023-06-30,2023-06,pension,324,Carlito Gil Sainz,empresa,31,2146,24.0,24.0,1,arroz_con_pollo,pollo,12.0,7.23,2,24.0,9.54,gaseosa,1,24.0,24.0,9.54,arroz_con_mariscos,15
2023-07-01,2023-07,local,284,Curro Alsina Vergara,ocasional,69,786,28.0,28.0,12,ensalada_rusa,ensalada,14.0,9.02,2,28.0,9.96,nada,3,112.0,21.78,39.18,tallarin_verde,19
2023-07-01,2023-07,local,68,Dafne Comas Diaz,ocasional,22,1002,14.0,14.0,26,salchipapa,fast_food,14.0,9.65,1,14.0,4.35,postre,3,112.0,21.78,39.18,tallarin_verde,19
2023-07-01,2023-07,pension,152,Juan José Anguita,ocasional,59,1014,52.0,26.0,8,tallarin_saltado,pasta,16.0,8.6,1,16.0,7.4,postre,2,81.0,20.25,34.92,tallarin_verde,19
2023-07-01,2023-07,pension,152,Juan José Anguita,ocasional,59,1014,52.0,26.0,15,churrasco_res,carne,18.0,10.4,2,36.0,15.2,nada,2,81.0,20.25,34.92,tallarin_verde,19
2023-07-01,2023-07,local,258,Nélida Gallart González,ocasional,34,1789,70.0,23.333333333333332,19,seco_de_res,carne,19.0,12.94,1,19.0,6.0600000000000005,gaseosa,3,112.0,21.78,39.18,tallarin_verde,19
2023-07-01,2023-07,local,258,Nélida Gallart González,ocasional,34,1789,70.0,23.333333333333332,27,escabeche_pescado,pescado,17.0,10.73,1,17.0,6.27,gaseosa,3,112.0,21.78,39.18,tallarin_verde,19
2023-07-01,2023-07,local,258,Nélida Gallart González,ocasional,34,1789,70.0,23.333333333333332,27,escabeche_pescado,pescado,17.0,10.73,2,34.0,12.54,nada,3,112.0,21.78,39.18,tallarin_verde,19
2023-07-01,2023-07,pension,338,Leocadio Bellido Company,ocasional,47,2629,29.0,14.5,23,cau_cau,menu,13.0,7.72,1,13.0,5.28,nada,2,81.0,20.25,34.92,tallarin_verde,19
2023-07-01,2023-07,pension,338,Leocadio Bellido Company,ocasional,47,2629,29.0,14.5,3,chicharron_cerdo,menu,16.0,8.96,1,16.0,7.039999999999999,nada,2,81.0,20.25,34.92,tallarin_verde,19
2023-07-02,2023-07,pension,20,Custodia del Crespi,empresa,39,953,38.0,19.0,19,seco_de_res,carne,19.0,12.94,1,19.0,6.0600000000000005,nada,1,38.0,19.0,12.12,tallarin_verde,19
2023-07-02,2023-07,pension,20,Custodia del Crespi,empresa,39,953,38.0,19.0,19,seco_de_res,carne,19.0,12.94,1,19.0,6.0600000000000005,postre,1,38.0,19.0,12.12,tallarin_verde,19
2023-07-02,2023-07,local,135,Cándida del Barriga,ocasional,44,991,24.0,24.0,16,pollo_broaster,pollo,12.0,7.4,2,24.0,9.2,postre,1,24.0,24.0,9.2,tallarin_verde,19
2023-07-03,2023-07,local,134,Jacobo Benavides Gutiérrez,ocasional,24,431,30.0,30.0,28,higado_encebollado,menu,15.0,8.57,2,30.0,12.86,gaseosa,1,30.0,30.0,12.86,tallarin_verde,19
2023-07-03,2023-07,pension,364,Félix Juan Carlos Tomas Fábregas,empresa,41,767,18.0,18.0,15,churrasco_res,carne,18.0,10.4,1,18.0,7.6,postre,4,63.0,15.75,26.9,tallarin_verde,19
2023-07-03,2023-07,pension,228,Graciano Egea Pinedo,ocasional,51,915,12.0,12.0,1,arroz_con_pollo,pollo,12.0,7.23,1,12.0,4.77,postre,4,63.0,15.75,26.9,tallarin_verde,19
2023-07-03,2023-07,pension,139,Marciano Saura Contreras,ocasional,27,2023,13.0,13.0,4,lomo_saltado,carne,13.0,7.75,1,13.0,5.25,gaseosa,4,63.0,15.75,26.9,tallarin_verde,19
2023-07-03,2023-07,pension,381,Ana Belén Lucila Oller Múgica,ocasional,21,2510,20.0,20.0,22,adobo_cerdo,menu,20.0,10.72,1,20.0,9.28,postre,4,63.0,15.75,26.9,tallarin_verde,19
2023-07-04,2023-07,pension,368,Verónica Eligia Navarro Hernández,ocasional,27,307,56.0,28.0,3,chicharron_cerdo,menu,16.0,8.96,1,16.0,7.039999999999999,postre,2,74.0,23.0,27.56,tallarin_verde,19
2023-07-04,2023-07,pension,368,Verónica Eligia Navarro Hernández,ocasional,27,307,56.0,28.0,25,bistec_a_lo_pobre,carne,20.0,13.05,2,40.0,13.899999999999999,gaseosa,2,74.0,23.0,27.56,tallarin_verde,19
2023-07-04,2023-07,local,214,Carolina Macias Cornejo,ocasional,55,1428,39.0,19.5,19,seco_de_res,carne,19.0,12.94,1,19.0,6.0600000000000005,postre,3,86.0,22.17,33.85,tallarin_verde,19
2023-07-04,2023-07,local,214,Carolina Macias Cornejo,ocasional,55,1428,39.0,19.5,22,adobo_cerdo,menu,20.0,10.72,1,20.0,9.28,gaseosa,3,86.0,22.17,33.85,tallarin_verde,19
2023-07-04,2023-07,pension,22,Teo Segarra Almansa,ocasional,45,1980,18.0,18.0,11,estofado_res,carne,18.0,11.38,1,18.0,6.619999999999999,nada,2,74.0,23.0,27.56,tallarin_verde,19
2023-07-04,2023-07,local,193,Máximo Ballesteros Quintana,empresa,57,2116,17.0,17.0,6,trucha_frita,pescado,17.0,11.43,1,17.0,5.57,postre,3,86.0,22.17,33.85,tallarin_verde,19
2023-07-04,2023-07,local,377,Yéssica Carrillo Barranco,empresa,24,2253,30.0,30.0,17,carapulcra,menu,15.0,8.53,2,30.0,12.940000000000001,gaseosa,3,86.0,22.17,33.85,tallarin_verde,19
2023-07-05,2023-07,local,236,Lope del Corominas,empresa,53,727,32.0,16.0,6,trucha_frita,pescado,17.0,11.43,1,17.0,5.57,nada,2,78.0,15.67,30.82,tallarin_verde,19
2023-07-05,2023-07,local,236,Lope del Corominas,empresa,53,727,32.0,16.0,18,chanfainita,menu,15.0,9.56,1,15.0,5.4399999999999995,gaseosa,2,78.0,15.67,30.82,tallarin_verde,19
2023-07-05,2023-07,pension,180,Carmelo Apolinar Villalba Lucas,empresa,34,1630,16.0,16.0,8,tallarin_saltado,pasta,16.0,8.6,1,16.0,7.4,nada,2,30.0,15.0,11.75,tallarin_verde,19
2023-07-05,2023-07,pension,300,Noelia Galiano Guijarro,ocasional,29,2041,14.0,14.0,26,salchipapa,fast_food,14.0,9.65,1,14.0,4.35,nada,2,30.0,15.0,11.75,tallarin_verde,19
2023-07-05,2023-07,local,245,Lucía Colom Santos,empresa,46,2216,46.0,15.333333333333334,23,cau_cau,menu,13.0,7.72,1,13.0,5.28,gaseosa,2,78.0,15.67,30.82,tallarin_verde,19
2023-07-05,2023-07,local,245,Lucía Colom Santos,empresa,46,2216,46.0,15.333333333333334,4,lomo_saltado,carne,13.0,7.75,1,13.0,5.25,gaseosa,2,78.0,15.67,30.82,tallarin_verde,19
2023-07-05,2023-07,local,245,Lucía Colom Santos,empresa,46,2216,46.0,15.333333333333334,22,adobo_cerdo,menu,20.0,10.72,1,20.0,9.28,postre,2,78.0,15.67,30.82,tallarin_verde,19
2023-07-06,2023-07,local,241,Fermín Delgado Oller,ocasional,42,750,48.0,24.0,21,tallarin_verde,pasta,14.0,9.35,2,28.0,9.3,nada,4,94.0,17.5,33.57,tallarin_verde,19
2023-07-06,2023-07,local,241,Fermín Delgado Oller,ocasional,42,750,48.0,24.0,9,chaufa_pollo,pollo,20.0,13.06,1,20.0,6.9399999999999995,postre,4,94.0,17.5,33.57,tallarin_verde,19
2023-07-06,2023-07,local,374,Elodia del Aguado,empresa,28,1010,15.0,15.0,18,chanfainita,menu,15.0,9.56,1,15.0,5.4399999999999995,gaseosa,4,94.0,17.5,33.57,tallarin_verde,19
2023-07-06,2023-07,local,204,Florina Caparrós Llorente,ocasional,57,1142,14.0,14.0,21,tallarin_verde,pasta,14.0,9.35,1,14.0,4.65,gaseosa,4,94.0,17.5,33.57,tallarin_verde,19
2023-07-06,2023-07,local,12,Prudencia Salcedo Alvarado,ocasional,42,2408,17.0,17.0,30,fetuccini_alfredo,pasta,17.0,9.76,1,17.0,7.24,postre,4,94.0,17.5,33.57,tallarin_verde,19
2023-07-07,2023-07,local,389,Geraldo Suarez-Calatayud,ocasional,20,623,30.0,30.0,28,higado_encebollado,menu,15.0,8.57,2,30.0,12.86,postre,4,99.0,19.5,39.92,tallarin_verde,19
2023-07-07,2023-07,local,371,Rodrigo Amores Pérez,ocasional,24,939,12.0,12.0,1,arroz_con_pollo,pollo,12.0,7.23,1,12.0,4.77,nada,4,99.0,19.5,39.92,tallarin_verde,19
2023-07-07,2023-07,local,374,Elodia del Aguado,empresa,28,1808,15.0,15.0,17,carapulcra,menu,15.0,8.53,1,15.0,6.470000000000001,postre,4,99.0,19.5,39.92,tallarin_verde,19
2023-07-07,2023-07,pension,130,Vanesa Tomás Iriarte,empresa,22,2225,16.0,16.0,7,aji_de_gallina,menu,16.0,10.1,1,16.0,5.9,postre,3,106.0,19.11,39.09,tallarin_verde,19
2023-07-07,2023-07,local,180,Carmelo Apolinar Villalba Lucas,empresa,34,2260,42.0,21.0,16,pollo_broaster,pollo,12.0,7.4,2,24.0,9.2,gaseosa,4,99.0,19.5,39.92,tallarin_verde,19
2023-07-07,2023-07,local,180,Carmelo Apolinar Villalba Lucas,empresa,34,2260,42.0,21.0,11,estofado_res,carne,18.0,11.38,1,18.0,6.619999999999999,postre,4,99.0,19.5,39.92,tallarin_verde,19
2023-07-07,2023-07,pension,216,Maximiliano de Valentín,empresa,62,2297,73.0,24.333333333333332,15,churrasco_res,carne,18.0,10.4,1,18.0,7.6,nada,3,106.0,19.11,39.09,tallarin_verde,19
2023-07-07,2023-07,pension,216,Maximiliano de Valentín,empresa,62,2297,73.0,24.333333333333332,18,chanfainita,menu,15.0,9.56,1,15.0,5.4399999999999995,nada,3,106.0,19.11,39.09,tallarin_verde,19
2023-07-07,2023-07,pension,216,Maximiliano de Valentín,empresa,62,2297,73.0,24.333333333333332,9,chaufa_pollo,pollo,20.0,13.06,2,40.0,13.879999999999999,nada,3,106.0,19.11,39.09,tallarin_verde,19
2023-07-07,2023-07,pension,249,Cándida Cuéllar Juliá,ocasional,37,2508,17.0,17.0,27,escabeche_pescado,pescado,17.0,10.73,1,17.0,6.27,postre,3,106.0,19.11,39.09,tallarin_verde,19
2023-07-08,2023-07,local,2,Eufemia Duque,empresa,53,718,15.0,15.0,18,chanfainita,menu,15.0,9.56,1,15.0,5.4399999999999995,nada,2,29.0,14.5,10.42,tallarin_verde,19
2023-07-08,2023-07,local,230,Calixta González Herrera,ocasional,57,2579,14.0,14.0,12,ensalada_rusa,ensalada,14.0,9.02,1,14.0,4.98,nada,2,29.0,14.5,10.42,tallarin_verde,19
2023-07-09,2023-07,local,76,Flor del Priego,empresa,32,219,31.0,15.5,2,frejol_con_pescado,pescado,17.0,10.41,1,17.0,6.59,postre,3,67.0,17.17,27.62,tallarin_verde,19
2023-07-09,2023-07,local,76,Flor del Priego,empresa,32,219,31.0,15.5,26,salchipapa,fast_food,14.0,9.65,1,14.0,4.35,gaseosa,3,67.0,17.17,27.62,tallarin_verde,19
2023-07-09,2023-07,pension,41,Mariana Roca Villa,ocasional,70,453,52.0,17.333333333333332,4,lomo_saltado,carne,13.0,7.75,1,13.0,5.25,gaseosa,3,102.0,16.11,39.52,tallarin_verde,19
2023-07-09,2023-07,pension,41,Mariana Roca Villa,ocasional,70,453,52.0,17.333333333333332,17,carapulcra,menu,15.0,8.53,1,15.0,6.470000000000001,nada,3,102.0,16.11,39.52,tallarin_verde,19
2023-07-09,2023-07,pension,41,Mariana Roca Villa,ocasional,70,453,52.0,17.333333333333332,1,arroz_con_pollo,pollo,12.0,7.23,2,24.0,9.54,postre,3,102.0,16.11,39.52,tallarin_verde,19
2023-07-09,2023-07,pension,130,Vanesa Tomás Iriarte,empresa,22,707,12.0,12.0,10,milanesa_pollo,pollo,12.0,7.93,1,12.0,4.07,nada,3,102.0,16.11,39.52,tallarin_verde,19
2023-07-09,2023-07,local,121,Jordán Corral,ocasional,44,1026,20.0,20.0,22,adobo_cerdo,menu,20.0,10.72,1,20.0,9.28,nada,3,67.0,17.17,27.62,tallarin_verde,19
2023-07-09,2023-07,pension,68,Dafne Comas Diaz,ocasional,22,1915,38.0,19.0,21,tallarin_verde,pasta,14.0,9.35,1,14.0,4.65,nada,3,102.0,16.11,39.52,tallarin_verde,19
2023-07-09,2023-07,pension,68,Dafne Comas Diaz,ocasional,22,1915,38.0,19.0,1,arroz_con_pollo,pollo,12.0,7.23,2,24.0,9.54,nada,3,102.0,16.11,39.52,tallarin_verde,19
2023-07-09,2023-07,local,199,Carolina del Abella,ocasional,20,2573,16.0,16.0,8,tallarin_saltado,pasta,16.0,8.6,1,16.0,7.4,postre,3,67.0,17.17,27.62,tallarin_verde,19
2023-07-10,2023-07,pension,223,Fabricio Palomo Sureda,empresa,24,447,24.0,24.0,16,pollo_broaster,pollo,12.0,7.4,2,24.0,9.2,nada,3,70.0,17.67,27.31,tallarin_verde,19
2023-07-10,2023-07,local,184,Lucas Tormo,ocasional,40,813,17.0,17.0,20,seco_de_pollo,pollo,17.0,10.22,1,17.0,6.779999999999999,gaseosa,4,118.0,21.33,46.16,tallarin_verde,19
2023-07-10,2023-07,pension,266,José de Medina,ocasional,49,1175,34.0,17.0,27,escabeche_pescado,pescado,17.0,10.73,1,17.0,6.27,nada,3,70.0,17.67,27.31,tallarin_verde,19
2023-07-10,2023-07,pension,266,José de Medina,ocasional,49,1175,34.0,17.0,30,fetuccini_alfredo,pasta,17.0,9.76,1,17.0,7.24,postre,3,70.0,17.67,27.31,tallarin_verde,19
2023-07-10,2023-07,pension,118,Amarilis Pozo Carreras,ocasional,57,1380,12.0,12.0,16,pollo_broaster,pollo,12.0,7.4,1,12.0,4.6,gaseosa,3,70.0,17.67,27.31,tallarin_verde,19
2023-07-10,2023-07,local,84,Trinidad Izquierdo,empresa,22,2185,34.0,34.0,2,frejol_con_pescado,pescado,17.0,10.41,2,34.0,13.18,nada,4,118.0,21.33,46.16,tallarin_verde,19
2023-07-10,2023-07,local,396,Flora Cañellas Clemente,ocasional,55,2234,49.0,16.333333333333332,24,arroz_con_mariscos,pescado,16.0,10.32,1,16.0,5.68,nada,4,118.0,21.33,46.16,tallarin_verde,19
2023-07-10,2023-07,local,396,Flora Cañellas Clemente,ocasional,55,2234,49.0,16.333333333333332,29,sudado_pescado,pescado,16.0,9.35,1,16.0,6.65,postre,4,118.0,21.33,46.16,tallarin_verde,19
2023-07-10,2023-07,local,396,Flora Cañellas Clemente,ocasional,55,2234,49.0,16.333333333333332,27,escabeche_pescado,pescado,17.0,10.73,1,17.0,6.27,nada,4,118.0,21.33,46.16,tallarin_verde,19
2023-07-10,2023-07,local,76,Flor del Priego,empresa,32,2650,18.0,18.0,15,churrasco_res,carne,18.0,10.4,1,18.0,7.6,postre,4,118.0,21.33,46.16,tallarin_verde,19
2023-07-11,2023-07,local,102,Clementina Haro-Ayllón,ocasional,55,570,50.0,16.666666666666668,12,ensalada_rusa,ensalada,14.0,9.02,1,14.0,4.98,postre,4,117.0,20.92,40.0,tallarin_verde,19
2023-07-11,2023-07,local,102,Clementina Haro-Ayllón,ocasional,55,570,50.0,16.666666666666668,7,aji_de_gallina,menu,16.0,10.1,1,16.0,5.9,postre,4,117.0,20.92,40.0,tallarin_verde,19
2023-07-11,2023-07,local,102,Clementina Haro-Ayllón,ocasional,55,570,50.0,16.666666666666668,9,chaufa_pollo,pollo,20.0,13.06,1,20.0,6.9399999999999995,gaseosa,4,117.0,20.92,40.0,tallarin_verde,19
2023-07-11,2023-07,local,293,Flor Mamen Campoy Abella,empresa,29,1641,17.0,17.0,5,alberjita_guiso,menu,17.0,11.86,1,17.0,5.140000000000001,gaseosa,4,117.0,20.92,40.0,tallarin_verde,19
2023-07-11,2023-07,local,61,Carlos Torre Amat,empresa,54,1733,34.0,34.0,6,trucha_frita,pescado,17.0,11.43,2,34.0,11.14,postre,4,117.0,20.92,40.0,tallarin_verde,19
2023-07-11,2023-07,local,339,Dimas Bermejo,ocasional,36,1829,16.0,16.0,7,aji_de_gallina,menu,16.0,10.1,1,16.0,5.9,gaseosa,4,117.0,20.92,40.0,tallarin_verde,19
2023-07-12,2023-07,pension,85,Pía Losa Palacio,ocasional,36,9,16.0,16.0,7,aji_de_gallina,menu,16.0,10.1,1,16.0,5.9,gaseosa,1,16.0,16.0,5.9,tallarin_verde,19
2023-07-12,2023-07,local,14,Adrián Ismael Falcón Saura,ocasional,24,456,17.0,17.0,5,alberjita_guiso,menu,17.0,11.86,1,17.0,5.140000000000001,postre,2,69.0,21.5,23.79,tallarin_verde,19
2023-07-12,2023-07,local,283,Nuria Díez Real,empresa,54,758,52.0,26.0,1,arroz_con_pollo,pollo,12.0,7.23,1,12.0,4.77,nada,2,69.0,21.5,23.79,tallarin_verde,19
2023-07-12,2023-07,local,283,Nuria Díez Real,empresa,54,758,52.0,26.0,9,chaufa_pollo,pollo,20.0,13.06,2,40.0,13.879999999999999,gaseosa,2,69.0,21.5,23.79,tallarin_verde,19
2023-07-13,2023-07,local,33,Baldomero Borrás Vega,empresa,57,336,65.0,21.666666666666668,7,aji_de_gallina,menu,16.0,10.1,2,32.0,11.8,nada,3,137.0,22.06,49.08,tallarin_verde,19
2023-07-13,2023-07,local,33,Baldomero Borrás Vega,empresa,57,336,65.0,21.666666666666668,29,sudado_pescado,pescado,16.0,9.35,1,16.0,6.65,nada,3,137.0,22.06,49.08,tallarin_verde,19
2023-07-13,2023-07,local,33,Baldomero Borrás Vega,empresa,57,336,65.0,21.666666666666668,20,seco_de_pollo,pollo,17.0,10.22,1,17.0,6.779999999999999,postre,3,137.0,22.06,49.08,tallarin_verde,19
2023-07-13,2023-07,local,77,Ariadna Lumbreras Recio,ocasional,35,435,17.0,17.0,2,frejol_con_pescado,pescado,17.0,10.41,1,17.0,6.59,gaseosa,3,137.0,22.06,49.08,tallarin_verde,19
2023-07-13,2023-07,local,326,Jafet Antúnez Barriga,empresa,41,1065,55.0,27.5,5,alberjita_guiso,menu,17.0,11.86,1,17.0,5.140000000000001,nada,3,137.0,22.06,49.08,tallarin_verde,19
2023-07-13,2023-07,local,326,Jafet Antúnez Barriga,empresa,41,1065,55.0,27.5,19,seco_de_res,carne,19.0,12.94,2,38.0,12.120000000000001,gaseosa,3,137.0,22.06,49.08,tallarin_verde,19
2023-07-14,2023-07,pension,380,Balduino León Luna,empresa,21,716,12.0,12.0,16,pollo_broaster,pollo,12.0,7.4,1,12.0,4.6,gaseosa,2,28.0,14.0,9.7,tallarin_verde,19
2023-07-14,2023-07,local,376,Tere Riera Cantero,empresa,27,1089,53.0,17.666666666666668,4,lomo_saltado,carne,13.0,7.75,1,13.0,5.25,nada,1,53.0,17.67,19.29,tallarin_verde,19
2023-07-14,2023-07,local,376,Tere Riera Cantero,empresa,27,1089,53.0,17.666666666666668,10,milanesa_pollo,pollo,12.0,7.93,2,24.0,8.14,postre,1,53.0,17.67,19.29,tallarin_verde,19
2023-07-14,2023-07,local,376,Tere Riera Cantero,empresa,27,1089,53.0,17.666666666666668,7,aji_de_gallina,menu,16.0,10.1,1,16.0,5.9,nada,1,53.0,17.67,19.29,tallarin_verde,19
