fecha,mes,modalidad,id_cliente,nombre_cliente,tipo_cliente,edad,id_ticket,total_ticket,ticket_promedio_ticket,id_plato,nombre_plato,categoria_plato,precio_plato,costo_plato,cantidad,subtotal,margen_linea,extra,num_clientes,ventas_totales_dia,ticket_promedio_dia,margen_total_dia,plato_top_mes,cant_top_mes,margen_plato,rotacion_code,margen_plato_real,margen_plato_pred,ticket_dia_real,ticket_dia_pred,rotacion_real,rotacion_pred
2024-03-05,2024-03,local,247,Inés Ayllón Gutierrez,empresa,27,2560,96.0,24.0,24,arroz_con_mariscos,pescado,16.0,10.32,1,16.0,5.68,gaseosa,4,163.0,18.5,55.9,milanesa_pollo,17,5.68,1,5.68,5.9287499999999955,18.5,21.824078947368424,1,1
2023-08-12,2023-08,local,74,Amador Vélez,ocasional,23,410,34.0,34.0,30,fetuccini_alfredo,pasta,17.0,9.76,2,34.0,14.48,postre,4,110.0,23.25,43.65,adobo_cerdo,17,14.48,1,14.48,12.519731543624157,23.25,24.128255033557043,1,1
2023-09-23,2023-09,pension,4,Ricardo Bernabé Villalonga Perelló,ocasional,24,2212,30.0,15.0,21,tallarin_verde,pasta,14.0,9.35,1,14.0,4.65,postre,1,30.0,15.0,11.3,milanesa_pollo,17,4.65,1,4.65,6.044653465346533,15.0,15.574257425742575,1,1
2023-03-21,2023-03,pension,371,Rodrigo Amores Pérez,ocasional,24,174,37.0,18.5,6,trucha_frita,pescado,17.0,11.43,1,17.0,5.57,nada,4,154.0,24.71,54.74,aji_de_gallina,15,5.57,1,5.57,5.863881856540088,24.71,21.201603375527434,1,1
2023-12-23,2023-12,local,181,Jonatan Ariño Priego,ocasional,45,369,47.0,15.666666666666666,16,pollo_broaster,pollo,12.0,7.4,1,12.0,4.6,nada,2,62.0,15.33,21.78,adobo_cerdo,17,4.6,1,4.6,4.691612903225803,15.33,18.393870967741936,1,1
2023-12-30,2023-12,local,9,Duilio Mur Bermejo,ocasional,31,1514,17.0,17.0,2,frejol_con_pescado,pescado,17.0,10.41,1,17.0,6.59,gaseosa,4,132.0,19.75,52.96,adobo_cerdo,17,6.59,1,6.59,6.341388888888893,19.75,19.724907407407407,1,1
2024-08-16,2024-08,pension,12,Prudencia Salcedo Alvarado,ocasional,42,2926,66.0,22.0,18,chanfainita,menu,15.0,9.56,1,15.0,5.4399999999999995,gaseosa,4,113.0,17.25,43.57,seco_de_res,13,5.4399999999999995,1,5.4399999999999995,6.008469945355177,17.25,19.450819672131143,1,1
2023-01-16,2023-01,local,378,Narcisa Perez Piña,ocasional,48,106,50.0,16.666666666666668,22,adobo_cerdo,menu,20.0,10.72,1,20.0,9.28,gaseosa,3,79.0,15.22,33.26,tallarin_verde,13,9.28,1,9.28,6.373737113402062,15.22,18.12618556701031,1,1
2024-07-15,2024-07,local,209,Miguel Roselló Nebot,ocasional,50,669,16.0,16.0,3,chicharron_cerdo,menu,16.0,8.96,1,16.0,7.039999999999999,postre,1,16.0,16.0,7.04,higado_encebollado,17,7.039999999999999,1,7.039999999999999,6.044653465346533,16.0,15.574257425742575,1,1
2023-01-11,2023-01,pension,229,Adelardo Carreño Bartolomé,ocasional,64,2208,33.0,16.5,5,alberjita_guiso,menu,17.0,11.86,1,17.0,5.140000000000001,postre,3,66.0,16.5,23.74,tallarin_verde,13,5.140000000000001,1,5.140000000000001,6.373737113402062,16.5,18.12618556701031,1,1
2024-02-29,2024-02,pension,206,Roque Dueñas Torrijos,empresa,33,398,29.0,14.5,23,cau_cau,menu,13.0,7.72,1,13.0,5.28,nada,2,65.0,16.25,25.56,arroz_a_la_cubana,20,5.28,1,5.28,4.691612903225803,16.25,18.393870967741936,1,1
2023-02-17,2023-02,local,183,Eutimio Camacho Garcia,empresa,24,1831,26.0,26.0,23,cau_cau,menu,13.0,7.72,2,26.0,10.56,nada,3,56.0,18.67,22.08,salchipapa,13,10.56,1,10.56,9.639285714285709,18.67,21.9075,1,1
2024-01-26,2024-01,local,7,Ileana Castells Amor,ocasional,31,149,81.0,20.25,12,ensalada_rusa,ensalada,14.0,9.02,2,28.0,9.96,nada,7,309.0,16.3,120.3,trucha_frita,15,9.96,1,9.96,9.861818181818181,16.3,21.69181818181818,1,1
2023-12-02,2023-12,local,5,Lucía Zaragoza Moya,ocasional,23,1826,18.0,18.0,11,estofado_res,carne,18.0,11.38,1,18.0,6.619999999999999,gaseosa,2,80.0,19.33,28.08,adobo_cerdo,17,6.619999999999999,1,6.619999999999999,6.008469945355177,19.33,19.450819672131143,1,1
2024-09-16,2024-09,pension,197,Patricia Quirós Vigil,ocasional,58,907,28.0,28.0,12,ensalada_rusa,ensalada,14.0,9.02,2,28.0,9.96,gaseosa,5,204.0,18.6,76.71,arroz_a_la_cubana,14,9.96,1,9.96,9.639285714285709,18.6,21.9075,1,1
2023-04-17,2023-04,local,380,Balduino León Luna,empresa,21,312,69.0,23.0,6,trucha_frita,pescado,17.0,11.43,1,17.0,5.57,gaseosa,4,115.0,17.25,44.05,chicharron_cerdo,19,5.57,1,5.57,6.008469945355177,17.25,19.450819672131143,1,1
2024-10-22,2024-10,local,356,Pelayo Arranz-Bas,empresa,30,751,17.0,17.0,5,alberjita_guiso,menu,17.0,11.86,1,17.0,5.140000000000001,nada,4,85.0,21.25,28.04,tallarin_saltado,13,5.140000000000001,1,5.140000000000001,6.373737113402062,21.25,18.12618556701031,1,1
2023-07-13,2023-07,local,33,Baldomero Borrás Vega,empresa,57,336,65.0,21.666666666666668,29,sudado_pescado,pescado,16.0,9.35,1,16.0,6.65,nada,3,137.0,22.06,49.08,tallarin_verde,19,6.65,1,6.65,5.863881856540088,22.06,21.201603375527434,1,1
2023-09-07,2023-09,pension,29,Cayetano Mendez Calvet,empresa,33,733,33.0,16.5,4,lomo_saltado,carne,13.0,7.75,1,13.0,5.25,nada,2,65.0,24.25,26.28,milanesa_pollo,17,5.25,1,5.25,4.691612903225803,24.25,18.393870967741936,1,1
2024-07-29,2024-07,pension,115,José Luis Ribes Frías,ocasional,28,470,18.0,18.0,11,estofado_res,carne,18.0,11.38,1,18.0,6.619999999999999,gaseosa,5,157.0,20.37,57.67,higado_encebollado,17,6.619999999999999,1,6.619999999999999,5.863881856540088,20.37,21.201603375527434,1,1
2024-04-30,2024-04,local,164,María Pilar Real-Arias,empresa,69,1975,18.0,18.0,11,estofado_res,carne,18.0,11.38,1,18.0,6.619999999999999,gaseosa,2,35.0,17.5,11.76,trucha_frita,15,6.619999999999999,1,6.619999999999999,6.325578947368419,17.5,18.02284210526316,1,1
2023-01-03,2023-01,local,221,Daniela Jove Mariño,ocasional,61,1435,95.0,23.75,9,chaufa_pollo,pollo,20.0,13.06,1,20.0,6.9399999999999995,nada,2,109.0,18.88,38.61,tallarin_verde,13,6.9399999999999995,1,6.9399999999999995,6.944246575342461,18.88,21.289726027397265,1,1
2024-07-13,2024-07,local,201,Cornelio Frutos Piquer,ocasional,46,2700,34.0,34.0,20,seco_de_pollo,pollo,17.0,10.22,2,34.0,13.56,gaseosa,7,196.0,22.38,72.64,higado_encebollado,17,13.559999999999999,1,13.559999999999999,12.519731543624157,22.38,24.128255033557043,1,1
2023-02-16,2023-02,pension,43,Adelardo Pujadas Alemán,empresa,34,452,71.0,23.666666666666668,18,chanfainita,menu,15.0,9.56,1,15.0,5.4399999999999995,postre,4,241.0,27.54,87.48,salchipapa,13,5.4399999999999995,1,5.4399999999999995,5.9287499999999955,27.54,21.824078947368424,1,1
2024-01-17,2024-01,pension,384,Jacobo Cuevas,ocasional,61,1984,15.0,15.0,28,higado_encebollado,menu,15.0,8.57,1,15.0,6.43,nada,3,87.0,21.0,34.46,trucha_frita,15,6.43,1,6.43,6.373737113402062,21.0,18.12618556701031,1,1
2024-03-07,2024-03,pension,71,Juan Antonio de Camacho,ocasional,60,2744,18.0,18.0,11,estofado_res,carne,18.0,11.38,1,18.0,6.619999999999999,gaseosa,3,135.0,20.67,48.18,milanesa_pollo,17,6.619999999999999,1,6.619999999999999,5.863881856540088,20.67,21.201603375527434,1,1
2024-02-29,2024-02,local,218,Alexandra Palma,ocasional,42,1683,12.0,12.0,10,milanesa_pollo,pollo,12.0,7.93,1,12.0,4.07,gaseosa,4,83.0,16.62,30.58,arroz_a_la_cubana,20,4.07,1,4.07,4.762080000000002,16.62,16.984960000000004,1,1
2024-12-15,2024-12,pension,308,Carla Arce-Escalona,ocasional,52,2835,18.0,18.0,11,estofado_res,carne,18.0,11.38,1,18.0,6.619999999999999,gaseosa,6,164.0,17.67,64.52,alberjita_guiso,19,6.619999999999999,1,6.619999999999999,5.863881856540088,17.67,21.201603375527434,1,1
2023-07-29,2023-07,pension,188,Gaspar Primitivo Paz Esteban,empresa,33,1492,47.0,23.5,21,tallarin_verde,pasta,14.0,9.35,2,28.0,9.3,gaseosa,3,114.0,19.06,42.24,tallarin_verde,19,9.3,1,9.3,9.639285714285709,19.06,21.9075,1,1
2024-10-31,2024-10,local,189,Marcelino Briones Goñi,ocasional,67,1977,20.0,20.0,9,chaufa_pollo,pollo,20.0,13.06,1,20.0,6.9399999999999995,postre,5,111.0,22.2,37.94,tallarin_saltado,13,6.9399999999999995,1,6.9399999999999995,6.945454545454542,22.2,20.24987012987012,1,1
2024-05-22,2024-05,pension,59,Camila Piña Hoyos,empresa,52,2702,87.0,21.75,20,seco_de_pollo,pollo,17.0,10.22,1,17.0,6.779999999999999,postre,3,135.0,23.25,52.03,higado_encebollado,16,6.779999999999999,1,6.779999999999999,5.863881856540088,23.25,21.201603375527434,1,1
2024-08-19,2024-08,local,43,Adelardo Pujadas Alemán,empresa,34,1416,54.0,27.0,6,trucha_frita,pescado,17.0,11.43,2,34.0,11.14,gaseosa,3,106.0,26.33,36.4,seco_de_res,13,11.14,1,11.14,11.14921052631579,26.33,21.19315789473684,1,1
2024-08-25,2024-08,pension,195,Josefa Mayol Campillo,empresa,58,1769,42.0,21.0,10,milanesa_pollo,pollo,12.0,7.93,1,12.0,4.07,postre,3,130.0,21.67,48.24,seco_de_res,13,4.07,1,4.07,5.863881856540088,21.67,21.201603375527434,1,1
2024-06-17,2024-06,local,370,Aristides Valdés Olmedo,ocasional,42,782,64.0,16.0,29,sudado_pescado,pescado,16.0,9.35,1,16.0,6.65,gaseosa,2,81.0,16.5,31.15,lomo_saltado,13,6.65,1,6.65,6.720384615384616,16.5,16.071153846153845,1,1
2024-12-31,2024-12,pension,393,María Del Carmen Consuelo Carbonell Artigas,empresa,43,379,52.0,26.0,29,sudado_pescado,pescado,16.0,9.35,2,32.0,13.3,postre,1,52.0,26.0,20.25,alberjita_guiso,19,13.3,1,13.3,13.861818181818181,26.0,27.10636363636364,1,1
2023-12-27,2023-12,local,276,Ainara Gutierrez Guzman,ocasional,68,1202,30.0,15.0,14,arroz_a_la_cubana,arroz,16.0,10.9,1,16.0,5.1,nada,3,112.0,18.67,40.44,adobo_cerdo,17,5.1,1,5.1,6.341388888888893,18.67,19.724907407407407,1,1
2023-11-12,2023-11,pension,121,Jordán Corral,ocasional,44,1411,67.0,22.333333333333332,18,chanfainita,menu,15.0,9.56,1,15.0,5.4399999999999995,nada,1,67.0,22.33,27.29,chaufa_pollo,19,5.4399999999999995,1,5.4399999999999995,6.008469945355177,22.33,19.450819672131143,1,1
2024-05-04,2024-05,local,378,Narcisa Perez Piña,ocasional,48,330,37.0,18.5,10,milanesa_pollo,pollo,12.0,7.93,2,24.0,8.14,postre,2,69.0,25.25,28.22,higado_encebollado,16,8.14,1,8.14,9.070166666666658,25.25,20.917166666666667,1,1
2023-08-20,2023-08,local,142,Nacho Miranda,ocasional,46,1150,55.0,18.333333333333332,29,sudado_pescado,pescado,16.0,9.35,1,16.0,6.65,postre,3,90.0,17.78,35.87,adobo_cerdo,17,6.65,1,6.65,6.008469945355177,17.78,19.450819672131143,1,1
2024-07-05,2024-07,pension,236,Lope del Corominas,empresa,53,643,16.0,16.0,29,sudado_pescado,pescado,16.0,9.35,1,16.0,6.65,postre,4,93.0,17.25,38.55,higado_encebollado,17,6.65,1,6.65,6.373737113402062,17.25,18.12618556701031,1,1
2023-11-27,2023-11,pension,5,Lucía Zaragoza Moya,ocasional,23,2605,33.0,16.5,8,tallarin_saltado,pasta,16.0,8.6,1,16.0,7.4,gaseosa,7,222.0,19.71,83.15,chaufa_pollo,19,7.4,1,7.4,6.341388888888893,19.71,19.724907407407407,1,1
2024-04-02,2024-04,local,291,Amparo Porcel Torrents,empresa,68,1087,16.0,16.0,24,arroz_con_mariscos,pescado,16.0,10.32,1,16.0,5.68,nada,5,140.0,16.7,50.52,trucha_frita,15,5.68,1,5.68,6.341388888888893,16.7,19.724907407407407,1,1
2023-03-08,2023-03,pension,24,Alfonso Cantero Briones,ocasional,22,8,68.0,22.666666666666668,16,pollo_broaster,pollo,12.0,7.4,2,24.0,9.2,postre,3,131.0,18.11,48.66,aji_de_gallina,15,9.2,1,9.2,9.070166666666658,18.11,20.917166666666667,1,1
2023-03-26,2023-03,local,74,Amador Vélez,ocasional,23,800,43.0,21.5,4,lomo_saltado,carne,13.0,7.75,1,13.0,5.25,gaseosa,8,253.0,19.12,89.2,aji_de_gallina,15,5.25,1,5.25,5.863881856540088,19.12,21.201603375527434,1,1
2023-01-28,2023-01,pension,393,María Del Carmen Consuelo Carbonell Artigas,empresa,43,865,17.0,17.0,5,alberjita_guiso,menu,17.0,11.86,1,17.0,5.140000000000001,gaseosa,3,70.0,23.33,24.27,tallarin_verde,13,5.140000000000001,1,5.140000000000001,6.373737113402062,23.33,18.12618556701031,1,1
2024-02-21,2024-02,local,107,Lourdes Prieto Perez,empresa,54,1513,28.0,28.0,26,salchipapa,fast_food,14.0,9.65,2,28.0,8.7,nada,5,107.0,18.5,34.5,arroz_a_la_cubana,20,8.7,1,8.7,9.639285714285709,18.5,21.9075,1,1
2023-07-01,2023-07,local,258,Nélida Gallart González,ocasional,34,1789,70.0,23.333333333333332,19,seco_de_res,carne,19.0,12.94,1,19.0,6.0600000000000005,gaseosa,3,112.0,21.78,39.18,tallarin_verde,19,6.0600000000000005,1,6.0600000000000005,6.008469945355177,21.78,19.450819672131143,1,1
2024-02-21,2024-02,local,287,Ximena Fonseca,ocasional,60,2866,29.0,14.5,6,trucha_frita,pescado,17.0,11.43,1,17.0,5.57,gaseosa,5,107.0,18.5,34.5,arroz_a_la_cubana,20,5.57,1,5.57,6.341388888888893,18.5,19.724907407407407,1,1
2023-01-13,2023-01,local,319,Damián del Roman,ocasional,32,2094,65.0,21.666666666666668,11,estofado_res,carne,18.0,11.38,2,36.0,13.239999999999998,gaseosa,1,65.0,21.67,24.62,tallarin_verde,13,13.239999999999998,1,13.239999999999998,12.82,21.67,20.446363636363632,1,1
2023-07-11,2023-07,local,61,Carlos Torre Amat,empresa,54,1733,34.0,34.0,6,trucha_frita,pescado,17.0,11.43,2,34.0,11.14,postre,4,117.0,20.92,40.0,tallarin_verde,19,11.14,1,11.14,12.519731543624157,20.92,24.128255033557043,1,1
2023-02-19,2023-02,pension,199,Carolina del Abella,ocasional,20,2600,32.0,32.0,8,tallarin_saltado,pasta,16.0,8.6,2,32.0,14.8,postre,2,62.0,23.5,27.0,salchipapa,13,14.8,1,14.8,12.210000000000004,23.5,24.6015625,1,1
2024-11-14,2024-11,pension,315,Azahara Camino Vidal,ocasional,46,2195,15.0,15.0,17,carapulcra,menu,15.0,8.53,1,15.0,6.470000000000001,gaseosa,3,151.0,21.08,59.53,alberjita_guiso,17,6.470000000000001,1,6.470000000000001,6.341388888888893,21.08,19.724907407407407,1,1
2024-06-12,2024-06,pension,159,Buenaventura Garay Vilalta,ocasional,27,1476,15.0,15.0,18,chanfainita,menu,15.0,9.56,1,15.0,5.4399999999999995,gaseosa,2,70.0,21.25,25.75,lomo_saltado,13,5.4399999999999995,1,5.4399999999999995,6.373737113402062,21.25,18.12618556701031,1,1
2023-06-26,2023-06,local,37,Román Benito Díez,ocasional,20,2780,48.0,16.0,9,chaufa_pollo,pollo,20.0,13.06,1,20.0,6.9399999999999995,gaseosa,3,101.0,23.0,38.03,arroz_con_mariscos,15,6.9399999999999995,1,6.9399999999999995,6.341388888888893,23.0,19.724907407407407,1,1
2023-10-03,2023-10,local,384,Jacobo Cuevas,ocasional,61,620,74.0,24.666666666666668,10,milanesa_pollo,pollo,12.0,7.93,1,12.0,4.07,gaseosa,2,89.0,19.83,34.98,bistec_a_lo_pobre,17,4.07,1,4.07,5.9287499999999955,19.83,21.824078947368424,1,1
2024-03-27,2024-03,pension,56,Gaspar Sánchez-Quintanilla,empresa,38,2722,15.0,15.0,17,carapulcra,menu,15.0,8.53,1,15.0,6.470000000000001,nada,3,84.0,22.17,32.92,milanesa_pollo,17,6.470000000000001,1,6.470000000000001,6.373737113402062,22.17,18.12618556701031,1,1
2024-12-05,2024-12,pension,142,Nacho Miranda,ocasional,46,1474,89.0,22.25,14,arroz_a_la_cubana,arroz,16.0,10.9,1,16.0,5.1,nada,4,234.0,18.38,88.47,alberjita_guiso,19,5.1,1,5.1,5.863881856540088,18.38,21.201603375527434,1,1
2024-02-08,2024-02,local,113,Irma Castillo Cifuentes,empresa,58,1401,12.0,12.0,1,arroz_con_pollo,pollo,12.0,7.23,1,12.0,4.77,gaseosa,2,26.0,13.0,9.42,arroz_a_la_cubana,20,4.77,1,4.77,4.711379310344827,13.0,12.939655172413794,1,1
2024-02-17,2024-02,pension,81,Trinidad de Puerta,empresa,37,1681,47.0,15.666666666666666,26,salchipapa,fast_food,14.0,9.65,1,14.0,4.35,gaseosa,3,127.0,18.56,46.41,arroz_a_la_cubana,20,4.35,1,4.35,4.783606557377046,18.56,19.11043715846994,1,1
2024-05-29,2024-05,local,313,Ciro Galan Guerrero,empresa,70,700,14.0,14.0,26,salchipapa,fast_food,14.0,9.65,1,14.0,4.35,gaseosa,4,110.0,27.5,36.23,higado_encebollado,16,4.35,1,4.35,4.783606557377046,27.5,19.11043715846994,1,1
2024-03-28,2024-03,pension,183,Eutimio Camacho Garcia,empresa,24,437,13.0,13.0,4,lomo_saltado,carne,13.0,7.75,1,13.0,5.25,gaseosa,3,60.0,14.17,22.78,milanesa_pollo,17,5.25,1,5.25,4.762080000000002,14.17,16.984960000000004,1,1
2024-11-25,2024-11,local,287,Ximena Fonseca,ocasional,60,1896,50.0,25.0,15,churrasco_res,carne,18.0,10.4,1,18.0,7.6,nada,1,50.0,25.0,20.9,alberjita_guiso,17,7.6,1,7.6,5.939473684210526,25.0,23.236842105263158,1,1
2023-03-08,2023-03,pension,24,Alfonso Cantero Briones,ocasional,22,8,68.0,22.666666666666668,14,arroz_a_la_cubana,arroz,16.0,10.9,2,32.0,10.2,nada,3,131.0,18.11,48.66,aji_de_gallina,15,10.2,1,10.2,11.14921052631579,18.11,21.19315789473684,1,1
2023-06-18,2023-06,pension,102,Clementina Haro-Ayllón,ocasional,55,779,82.0,27.333333333333332,15,churrasco_res,carne,18.0,10.4,2,36.0,15.2,postre,3,139.0,28.11,58.65,arroz_con_mariscos,15,15.2,1,15.2,13.138547486033515,28.11,20.821731843575414,1,1
2024-12-29,2024-12,local,21,Azucena Pereira Sanmiguel,ocasional,54,1467,60.0,15.0,23,cau_cau,menu,13.0,7.72,1,13.0,5.28,postre,6,230.0,21.61,87.1,alberjita_guiso,19,5.28,1,5.28,4.783606557377046,21.61,19.11043715846994,1,1
2024-10-26,2024-10,pension,381,Ana Belén Lucila Oller Múgica,ocasional,21,143,14.0,14.0,26,salchipapa,fast_food,14.0,9.65,1,14.0,4.35,gaseosa,2,31.0,15.5,9.92,tallarin_saltado,13,4.35,1,4.35,4.936749999999998,15.5,14.848249999999998,1,1
2024-06-16,2024-06,pension,390,Josefa Arana Guitart,ocasional,70,627,55.0,18.333333333333332,11,estofado_res,carne,18.0,11.38,1,18.0,6.619999999999999,postre,4,165.0,23.08,57.89,lomo_saltado,13,6.619999999999999,1,6.619999999999999,5.863881856540088,23.08,21.201603375527434,1,1
2023-08-03,2023-08,pension,22,Teo Segarra Almansa,ocasional,45,2939,102.0,34.0,22,adobo_cerdo,menu,20.0,10.72,2,40.0,18.56,nada,3,164.0,24.5,64.4,adobo_cerdo,17,18.56,1,18.56,18.56,24.5,28.32071428571428,1,1
2024-11-01,2024-11,local,232,Baudelio Priego Huerta,empresa,37,2109,26.0,26.0,4,lomo_saltado,carne,13.0,7.75,2,26.0,10.5,nada,5,128.0,16.83,47.47,alberjita_guiso,17,10.5,1,10.5,9.639285714285709,16.83,21.9075,1,1
2024-07-10,2024-07,pension,43,Adelardo Pujadas Alemán,empresa,34,2134,16.0,16.0,8,tallarin_saltado,pasta,16.0,8.6,1,16.0,7.4,gaseosa,2,56.0,28.0,21.28,higado_encebollado,17,7.4,1,7.4,6.373737113402062,28.0,18.12618556701031,1,1
2023-11-05,2023-11,pension,345,Heriberto del Recio,ocasional,46,634,16.0,16.0,14,arroz_a_la_cubana,arroz,16.0,10.9,1,16.0,5.1,postre,3,102.0,16.78,38.37,chaufa_pollo,19,5.1,1,5.1,6.341388888888893,16.78,19.724907407407407,1,1
2023-07-09,2023-07,pension,68,Dafne Comas Diaz,ocasional,22,1915,38.0,19.0,1,arroz_con_pollo,pollo,12.0,7.23,2,24.0,9.54,nada,3,102.0,16.11,39.52,tallarin_verde,19,9.54,1,9.54,9.070166666666658,16.11,20.917166666666667,1,1
2024-08-17,2024-08,pension,52,Eligia Cobos-Seco,empresa,27,120,14.0,14.0,26,salchipapa,fast_food,14.0,9.65,1,14.0,4.35,nada,4,59.0,14.75,22.51,seco_de_res,13,4.35,1,4.35,4.762080000000002,14.75,16.984960000000004,1,1
2023-09-27,2023-09,local,245,Lucía Colom Santos,empresa,46,1340,75.0,18.75,2,frejol_con_pescado,pescado,17.0,10.41,1,17.0,6.59,gaseosa,4,204.0,18.38,80.69,milanesa_pollo,17,6.59,1,6.59,5.863881856540088,18.38,21.201603375527434,1,1
2023-12-28,2023-12,pension,146,Juanita Sanmartín-Llopis,ocasional,22,339,68.0,17.0,6,trucha_frita,pescado,17.0,11.43,1,17.0,5.57,postre,4,173.0,23.75,58.2,adobo_cerdo,17,5.57,1,5.57,6.341388888888893,23.75,19.724907407407407,1,1
2024-12-17,2024-12,pension,224,Eugenia Alcalde Ledesma,ocasional,39,2257,16.0,16.0,24,arroz_con_mariscos,pescado,16.0,10.32,1,16.0,5.68,nada,3,77.0,21.17,30.7,alberjita_guiso,19,5.68,1,5.68,6.373737113402062,21.17,18.12618556701031,1,1
2023-12-30,2023-12,local,14,Adrián Ismael Falcón Saura,ocasional,24,1120,45.0,15.0,29,sudado_pescado,pescado,16.0,9.35,1,16.0,6.65,postre,4,132.0,19.75,52.96,adobo_cerdo,17,6.65,1,6.65,6.341388888888893,19.75,19.724907407407407,1,1
2023-07-17,2023-07,local,152,Juan José Anguita,ocasional,59,2909,72.0,18.0,9,chaufa_pollo,pollo,20.0,13.06,1,20.0,6.9399999999999995,postre,5,241.0,18.1,93.89,tallarin_verde,19,6.9399999999999995,1,6.9399999999999995,6.945454545454542,18.1,20.24987012987012,1,1
2024-01-26,2024-01,pension,317,Luna Estrella Gimenez Cervera,empresa,45,2918,64.0,16.0,18,chanfainita,menu,15.0,9.56,1,15.0,5.4399999999999995,gaseosa,4,160.0,18.12,55.75,trucha_frita,15,5.4399999999999995,1,5.4399999999999995,6.341388888888893,18.12,19.724907407407407,1,1
2024-08-11,2024-08,pension,129,Cesar Planas-Berenguer,ocasional,43,109,91.0,22.75,23,cau_cau,menu,13.0,7.72,1,13.0,5.28,postre,4,167.0,18.94,65.0,seco_de_res,13,5.28,1,5.28,5.863881856540088,18.94,21.201603375527434,1,1
2024-05-13,2024-05,local,225,Febe Matas Amat,empresa,59,944,52.0,17.333333333333332,30,fetuccini_alfredo,pasta,17.0,9.76,1,17.0,7.24,gaseosa,2,69.0,17.17,27.39,higado_encebollado,16,7.24,1,7.24,6.373737113402062,17.17,18.12618556701031,1,1
2024-06-15,2024-06,local,238,Calista Feliu Santamaría,ocasional,50,553,28.0,28.0,12,ensalada_rusa,ensalada,14.0,9.02,2,28.0,9.96,nada,3,98.0,27.67,40.39,lomo_saltado,13,9.96,1,9.96,9.639285714285709,27.67,21.9075,1,1
2023-07-14,2023-07,local,376,Tere Riera Cantero,empresa,27,1089,53.0,17.666666666666668,7,aji_de_gallina,menu,16.0,10.1,1,16.0,5.9,nada,1,53.0,17.67,19.29,tallarin_verde,19,5.9,1,5.9,6.008469945355177,17.67,19.450819672131143,1,1
2023-02-23,2023-02,pension,258,Nélida Gallart González,ocasional,34,2029,44.0,14.666666666666666,16,pollo_broaster,pollo,12.0,7.4,1,12.0,4.6,nada,4,117.0,18.04,46.39,salchipapa,13,4.6,1,4.6,4.783606557377046,18.04,19.11043715846994,1,1
2024-08-21,2024-08,pension,256,Olegario Garay,empresa,20,490,89.0,22.25,21,tallarin_verde,pasta,14.0,9.35,1,14.0,4.65,gaseosa,2,145.0,25.12,59.57,seco_de_res,13,4.65,1,4.65,5.863881856540088,25.12,21.201603375527434,1,1
2024-03-14,2024-03,local,140,Reinaldo Bello Sastre,ocasional,47,1908,28.0,28.0,21,tallarin_verde,pasta,14.0,9.35,2,28.0,9.3,nada,4,90.0,22.5,30.11,milanesa_pollo,17,9.3,1,9.3,9.639285714285709,22.5,21.9075,1,1
2024-06-07,2024-06,local,328,Cruz Gaspar Gutierrez Palma,empresa,58,596,20.0,20.0,22,adobo_cerdo,menu,20.0,10.72,1,20.0,9.28,gaseosa,4,98.0,19.25,40.02,lomo_saltado,13,9.28,1,9.28,9.070166666666658,19.25,20.917166666666667,1,1
2024-10-21,2024-10,pension,48,Epifanio Pozo Gimeno,empresa,36,2481,27.0,13.5,23,cau_cau,menu,13.0,7.72,1,13.0,5.28,postre,2,55.0,20.75,19.89,tallarin_saltado,13,5.28,1,5.28,4.691612903225803,20.75,18.393870967741936,1,1
2024-10-29,2024-10,pension,383,Francisco Modesto Peñalver Ricart,ocasional,66,2093,80.0,20.0,13,tortilla_verduras,menu,19.0,13.29,1,19.0,5.710000000000001,nada,4,155.0,23.75,56.98,tallarin_saltado,13,5.710000000000001,1,5.710000000000001,5.863881856540088,23.75,21.201603375527434,1,1
2024-12-31,2024-12,pension,393,María Del Carmen Consuelo Carbonell Artigas,empresa,43,379,52.0,26.0,25,bistec_a_lo_pobre,carne,20.0,13.05,1,20.0,6.949999999999999,postre,1,52.0,26.0,20.25,alberjita_guiso,19,6.949999999999999,1,6.949999999999999,6.944246575342461,26.0,21.289726027397265,1,1
2024-02-26,2024-02,pension,268,Imelda Arribas Guillén,empresa,19,319,68.0,22.666666666666668,7,aji_de_gallina,menu,16.0,10.1,1,16.0,5.9,nada,3,113.0,22.56,41.68,arroz_a_la_cubana,20,5.9,1,5.9,6.008469945355177,22.56,19.450819672131143,1,1
2024-11-09,2024-11,pension,250,Josué Salazar-Piñeiro,ocasional,21,1948,50.0,16.666666666666668,2,frejol_con_pescado,pescado,17.0,10.41,1,17.0,6.59,gaseosa,1,50.0,16.67,21.23,alberjita_guiso,17,6.59,1,6.59,6.363465346534655,16.67,16.604653465346537,1,1
2024-01-27,2024-01,pension,145,Jose Francisco Jordi Hidalgo Hernandez,ocasional,65,2366,48.0,24.0,7,aji_de_gallina,menu,16.0,10.1,1,16.0,5.9,postre,5,203.0,19.9,73.89,trucha_frita,15,5.9,1,5.9,5.9287499999999955,19.9,21.824078947368424,1,1
2023-01-17,2023-01,local,250,Josué Salazar-Piñeiro,ocasional,21,304,17.0,17.0,6,trucha_frita,pescado,17.0,11.43,1,17.0,5.57,nada,2,31.0,15.5,9.92,tallarin_verde,13,5.57,1,5.57,6.150111111111106,15.5,16.733333333333334,1,1
